ID,treatment
GSM1377923,Co
GSM1377924,Co
GSM1377925,Co
GSM1377926,De
GSM1377927,De
GSM1377928,De
GSM1377929,De
GSM1377930,De
GSM1377931,De
GSM1377932,De
GSM1377933,De
GSM1377934,De
GSM1377935,Na
GSM1377936,Na
GSM1377937,Na
GSM1377938,Na
GSM1377939,Na
GSM1377940,Na
GSM1377941,Na
GSM1377942,Na
GSM1377943,Na
